@id	@lat	@lon
244065832	53.2771133	-6.3382119
244065833	53.2771943	-6.3380360
244065834	53.2773217	-6.3378115
244065835	53.2773981	-6.3377227
244065836	53.2776555	-6.3374533
244065837	53.2778458	-6.3372543
244065839	53.2782216	-6.3368274
244065840	53.2783702	-6.3366393
244065841	53.2786017	-6.3361975
244065842	53.2788415	-6.3354176
244065843	53.2789915	-6.3348778
244065844	53.2790707	-6.3343498
244065845	53.2791184	-6.3340849
244065846	53.2791417	-6.3336624
244065847	53.2791551	-6.3333876
244065848	53.2791449	-6.3330690
244065849	53.2791260	-6.3326519
244065850	53.2790430	-6.3323111
244065851	53.2789804	-6.3319754
244065852	53.2789759	-6.3317491
244069194	53.2895974	-6.3398141
244069197	53.2895711	-6.3395493
244069198	53.2895475	-6.3396734
246669888	53.2887221	-6.3501217
247123668	53.2767234	-6.3499349
247123669	53.2764910	-6.3505530
247123670	53.2763903	-6.3508170
247123672	53.2761893	-6.3512949
247123673	53.2758834	-6.3518625
275679884	53.2823732	-6.3324993
275679885	53.2819375	-6.3333427
275679886	53.2811766	-6.3314162
275680365	53.2825902	-6.3310768
275680367	53.2827945	-6.3316862
275680368	53.2831948	-6.3323213
275680369	53.2824316	-6.3339193
275680370	53.2823429	-6.3339264
275680371	53.2821787	-6.3337890
275680928	53.2836808	-6.3307895
275681126	53.2845531	-6.3319827
275681127	53.2835263	-6.3319013
275681322	53.2838091	-6.3337250
275682047	53.2831690	-6.3336064
275682048	53.2831619	-6.3343142
275682049	53.2844351	-6.3350297
275682050	53.2845377	-6.3339139
275682063	53.2833540	-6.3329644
275682064	53.2845839	-6.3330813
275682093	53.2846352	-6.3320599
275682094	53.2846044	-6.3330298
275682179	53.2831522	-6.3336049
275682180	53.2827982	-6.3342314
275682181	53.2826391	-6.3341370
275682334	53.2834274	-6.3308352
275682742	53.2832853	-6.3322628
275684315	53.2805351	-6.3310729
275684321	53.2812895	-6.3305782
275693406	53.2865645	-6.3305750
275693407	53.2865799	-6.3309098
276256550	53.2816419	-6.3306753
276256774	53.2865824	-6.3311572
276262161	53.2846836	-6.3302840
276262163	53.2850064	-6.3304042
276262164	53.2852224	-6.3305087
276262165	53.2856391	-6.3307238
276262166	53.2855977	-6.3319692
276262167	53.2850171	-6.3320622
276262168	53.2849556	-6.3325171
276262169	53.2849043	-6.3328347
276262170	53.2848376	-6.3329892
276262171	53.2847503	-6.3330407
276262172	53.2847041	-6.3330407
276262173	53.2847144	-6.3320622
276262174	53.2846323	-6.3319506
276265994	53.2858707	-6.3327036
276265995	53.2857809	-6.3326880
276265996	53.2858065	-6.3323876
276265998	53.2858886	-6.3323876
278286967	53.2797758	-6.3314386
278287174	53.2781335	-6.3304995
278287176	53.2783972	-6.3305585
278287178	53.2784844	-6.3304812
278287181	53.2785357	-6.3303439
278287535	53.2791239	-6.3308358
278295680	53.2786804	-6.3310654
278911194	53.2780968	-6.3381423
278911195	53.2782123	-6.3395123
278911196	53.2784612	-6.3404940
278911197	53.2787896	-6.3416442
278911277	53.2772628	-6.3383444
278911278	53.2780865	-6.3384980
278911388	53.2769013	-6.3403947
278911431	53.2780134	-6.3416388
278911433	53.2778673	-6.3406587
278911485	53.2767281	-6.3414349
278911832	53.2781049	-6.3380135
278911833	53.2784659	-6.3378496
278911834	53.2785726	-6.3377628
278911835	53.2788375	-6.3377888
278911836	53.2794583	-6.3377839
278911837	53.2799662	-6.3377912
278911838	53.2802012	-6.3377875
278911840	53.2802662	-6.3374363
278911841	53.2807786	-6.3373960
278911842	53.2814406	-6.3374819
278911843	53.2820975	-6.3375591
278911844	53.2827081	-6.3376020
278911845	53.2833752	-6.3376793
278911846	53.2838576	-6.3377651
278911847	53.2843040	-6.3378853
278911885	53.2785309	-6.3364004
278911886	53.2788769	-6.3367089
278911887	53.2795646	-6.3372754
278911900	53.2797400	-6.3381756
278911901	53.2798686	-6.3379432
278939731	53.2768724	-6.3393167
279522312	53.2856460	-6.3319976
279522313	53.2857122	-6.3306527
279522392	53.2856718	-6.3312746
279522393	53.2860391	-6.3315212
279522394	53.2860041	-6.3316307
279522395	53.2856580	-6.3315802
280092180	53.2868543	-6.3314832
280092181	53.2869593	-6.3309712
280092188	53.2879047	-6.3316750
280092190	53.2877187	-6.3318466
280092191	53.2875904	-6.3318466
280092192	53.2869490	-6.3316063
280092193	53.2867325	-6.3313440
280092300	53.2870003	-6.3307480
280092301	53.2870773	-6.3305764
280092302	53.2871543	-6.3305163
280092303	53.2878623	-6.3307995
280092304	53.2879352	-6.3309186
280092305	53.2879817	-6.3310742
280092306	53.2878469	-6.3317780
280094114	53.2883905	-6.3310450
280094120	53.2884370	-6.3324475
280094122	53.2883465	-6.3338319
280094124	53.2883344	-6.3345074
280094126	53.2882678	-6.3353002
280094128	53.2882229	-6.3361477
280094129	53.2881958	-6.3365845
280094130	53.2881797	-6.3367673
280094132	53.2878110	-6.3372368
280094136	53.2868709	-6.3384853
280094138	53.2863846	-6.3388676
280094142	53.2849735	-6.3402323
280094144	53.2844604	-6.3407130
280094145	53.2840755	-6.3408589
280094146	53.2837420	-6.3410563
280094148	53.2833315	-6.3412451
280094150	53.2828543	-6.3416571
280094151	53.2826531	-6.3418808
280094152	53.2824232	-6.3418888
280094154	53.2823478	-6.3426197
280094158	53.2820463	-6.3440343
280094160	53.2822049	-6.3441733
280094164	53.2831034	-6.3439647
280094166	53.2832838	-6.3432811
280094167	53.2834762	-6.3429446
280094170	53.2845168	-6.3412451
280094172	53.2847067	-6.3408589
280094300	53.2835491	-6.3417685
280094302	53.2831827	-6.3420004
280094304	53.2828594	-6.3418631
280094308	53.2884314	-6.3314405
280094309	53.2883883	-6.3319402
280094311	53.2882506	-6.3330485
280094312	53.2883224	-6.3349166
280094315	53.2876314	-6.3374428
280094316	53.2872877	-6.3380951
280094318	53.2867041	-6.3385282
280094321	53.2851634	-6.3399147
280094324	53.2830236	-6.3414854
280094325	53.2822949	-6.3420004
280094328	53.2820190	-6.3438530
280094330	53.2824970	-6.3444570
280094331	53.2828236	-6.3445471
280094334	53.2838146	-6.3424013
280094353	53.2846645	-6.3409315
280094355	53.2843988	-6.3411421
280094356	53.2842764	-6.3412372
280094357	53.2840279	-6.3414867
280094358	53.2833270	-6.3419073
280094359	53.2829917	-6.3419113
280094392	53.2840118	-6.3416530
280094404	53.2839589	-6.3419239
280094529	53.2883821	-6.3312940
280094530	53.2884569	-6.3322937
280094534	53.2859228	-6.3390736
280094535	53.2856406	-6.3392710
280094536	53.2848196	-6.3406014
280094537	53.2835367	-6.3412279
280094538	53.2823815	-6.3429227
280094539	53.2823125	-6.3432634
280094598	53.2879239	-6.3308167
280094599	53.2883150	-6.3309473
280094610	53.2879649	-6.3324045
280094611	53.2881548	-6.3326191
280094612	53.2882295	-6.3328342
280094639	53.2881784	-6.3314472
280094780	53.2880241	-6.3316917
280094782	53.2882919	-6.3315357
280094828	53.2883063	-6.3316229
280094829	53.2882728	-6.3317608
280094831	53.2882761	-6.3320177
280094832	53.2884458	-6.3324248
280094834	53.2884790	-6.3303726
280094836	53.2882374	-6.3359278
280094838	53.2880932	-6.3369278
280094839	53.2870516	-6.3383526
280094840	53.2821175	-6.3441013
280094841	53.2829724	-6.3444183
280094889	53.2885970	-6.3308932
280094906	53.2884108	-6.3310224
280094963	53.2896479	-6.3313488
280094965	53.2891118	-6.3309502
280094966	53.2890878	-6.3309062
280094967	53.2888885	-6.3307738
280097917	53.2894785	-6.3310055
280101313	53.2835060	-6.3375372
280101394	53.2841576	-6.3376059
280102141	53.2839267	-6.3385586
280102142	53.2837215	-6.3391423
280102143	53.2834649	-6.3395371
280102145	53.2830133	-6.3388504
280102146	53.2828286	-6.3391251
280102148	53.2818279	-6.3401896
280102156	53.2824489	-6.3408074
280102157	53.2827978	-6.3404383
280102158	53.2830800	-6.3400864
280102159	53.2832904	-6.3397517
280102161	53.2834077	-6.3378797
280102162	53.2833212	-6.3381981
280102164	53.2818536	-6.3383698
280102165	53.2819973	-6.3387217
280102166	53.2823154	-6.3396487
280102169	53.2827822	-6.3377560
280102170	53.2825515	-6.3381209
280102181	53.2843162	-6.3363637
280102499	53.2787772	-6.3383434
280102500	53.2790197	-6.3398497
280102503	53.2797785	-6.3402180
280102507	53.2789952	-6.3365073
280102508	53.2794263	-6.3351940
280102510	53.2819408	-6.3373141
280102512	53.2814687	-6.3372797
280102516	53.2807913	-6.3361983
280102519	53.2815200	-6.3349108
280102520	53.2811198	-6.3340182
280102521	53.2807913	-6.3344816
280102523	53.2803911	-6.3352799
280102525	53.2798009	-6.3353657
280102527	53.2795540	-6.3369739
280102531	53.2804834	-6.3365821
280102532	53.2804808	-6.3362572
280102533	53.2803500	-6.3357090
280102534	53.2802121	-6.3353745
280102535	53.2821769	-6.3351082
280102536	53.2820076	-6.3350653
280102537	53.2818177	-6.3348078
280102538	53.2816843	-6.3347649
280102540	53.2820589	-6.3361811
280102541	53.2817869	-6.3361639
280102542	53.2815816	-6.3360781
280102543	53.2814174	-6.3358206
280102545	53.2815098	-6.3335890
280102547	53.2797650	-6.3325590
280102548	53.2798881	-6.3328337
280102586	53.2811198	-6.3326191
280102589	53.2805963	-6.3332629
280102591	53.2802628	-6.3338208
280102640	53.2804680	-6.3320183
280102680	53.2758455	-6.3406730
280102682	53.2761743	-6.3400283
280102684	53.2761105	-6.3400078
280102685	53.2761622	-6.3397860
280102686	53.2762752	-6.3397002
280102687	53.2764912	-6.3397671
280102828	53.2828697	-6.3373141
280102830	53.2830647	-6.3356404
280102832	53.2831673	-6.3355803
280102835	53.2846380	-6.3365831
280102899	53.2803038	-6.3411249
280102903	53.2809328	-6.3405290
280103845	53.2841269	-6.3378376
280103846	53.2836896	-6.3359365
280103930	53.2804554	-6.3392037
280103931	53.2807400	-6.3389618
280103932	53.2806957	-6.3388161
280103933	53.2808692	-6.3386687
280103934	53.2809111	-6.3388066
280103935	53.2811986	-6.3385622
280103936	53.2812800	-6.3388300
280103937	53.2805331	-6.3394592
280103938	53.2840909	-6.3380951
280103983	53.2818595	-6.3413296
280103984	53.2811122	-6.3409450
280103985	53.2820654	-6.3411273
280103986	53.2818873	-6.3406888
280103987	53.2759286	-6.3399494
280103988	53.2760912	-6.3407520
280103990	53.2820749	-6.3373184
280103991	53.2817356	-6.3373141
280103993	53.2812532	-6.3371681
280103996	53.2810839	-6.3369965
280103997	53.2809658	-6.3367390
280103998	53.2812378	-6.3353657
280103999	53.2805963	-6.3348507
280104000	53.2800122	-6.3354162
280104023	53.2799663	-6.3403788
280104024	53.2812476	-6.3396665
280104025	53.2812321	-6.3398181
280104026	53.2811146	-6.3402151
280104027	53.2810479	-6.3403557
280104032	53.2831057	-6.3355631
280104066	53.2801689	-6.3405418
280104067	53.2804974	-6.3401985
280104068	53.2806513	-6.3406276
280104069	53.2803229	-6.3409452
280104082	53.2828388	-6.3376171
280104093	53.2819331	-6.3403505
280104222	53.2810591	-6.3423274
280104249	53.2806938	-6.3418631
280104251	53.2817413	-6.3408322
280108336	53.2819469	-6.3410580
280110551	53.2824245	-6.3412605
280110825	53.2794347	-6.3315956
280110878	53.2794397	-6.3314797
280110879	53.2802782	-6.3314347
280110880	53.2812737	-6.3309540
280110881	53.2810274	-6.3312458
280110882	53.2807195	-6.3315720
280111154	53.2808290	-6.3310964
280111155	53.2807759	-6.3312544
280111156	53.2806477	-6.3315205
280111157	53.2804834	-6.3317351
280111158	53.2803141	-6.3319411
280111159	53.2801807	-6.3321728
280111160	53.2799189	-6.3325333
280111161	53.2796162	-6.3329109
280111162	53.2795392	-6.3330654
280111163	53.2792518	-6.3335633
280111164	53.2792107	-6.3336577
280111165	53.2792159	-6.3338293
280111166	53.2791645	-6.3342070
280111167	53.2791286	-6.3345503
280111168	53.2804834	-6.3318037
280111169	53.2802884	-6.3321213
280111170	53.2800524	-6.3324818
280111171	53.2798676	-6.3326964
280179533	53.2795426	-6.3334858
280180051	53.2806151	-6.3361466
280180344	53.2814978	-6.3386700
280808887	53.2845553	-6.3364109
280808890	53.2844629	-6.3363508
280810900	53.2762469	-6.3406486
280810901	53.2761569	-6.3413216
280810902	53.2763726	-6.3414094
280810903	53.2764387	-6.3409554
280811295	53.2763963	-6.3401795
280811296	53.2763687	-6.3403611
280811297	53.2765424	-6.3404350
280811299	53.2765700	-6.3402534
280812513	53.2767433	-6.3397931
280812514	53.2763598	-6.3396295
280812515	53.2762520	-6.3396553
280812516	53.2761750	-6.3397068
280812517	53.2761565	-6.3397260
280812518	53.2761083	-6.3398968
280812520	53.2759800	-6.3397497
280812522	53.2759749	-6.3395780
280812523	53.2759441	-6.3394836
280812524	53.2758928	-6.3394235
280812525	53.2763649	-6.3348402
280812527	53.2766453	-6.3316788
280812528	53.2767345	-6.3315357
280812529	53.2768268	-6.3314499
280812530	53.2769295	-6.3313211
280812531	53.2770527	-6.3312353
280812532	53.2776583	-6.3312353
280812534	53.2789053	-6.3314756
280812535	53.2789105	-6.3318361
280812536	53.2788438	-6.3318189
280812537	53.2788438	-6.3317159
280812538	53.2783152	-6.3316387
280812539	53.2782536	-6.3316816
280812540	53.2782125	-6.3317932
280812541	53.2776377	-6.3347029
280812543	53.2776993	-6.3347286
280812544	53.2775351	-6.3355097
280812545	53.2775700	-6.3356116
280812546	53.2775761	-6.3357328
280812547	53.2780842	-6.3361276
280812549	53.2784337	-6.3363614
280812551	53.2783817	-6.3364644
280812553	53.2782741	-6.3366512
280812554	53.2779046	-6.3371147
280812555	53.2773914	-6.3376211
280812556	53.2772733	-6.3377670
280812557	53.2771450	-6.3380760
280812558	53.2770219	-6.3384279
280812559	53.2768479	-6.3390283
280813533	53.2806553	-6.3360941
280813534	53.2803782	-6.3354589
280813535	53.2803371	-6.3356134
280813536	53.2803731	-6.3356649
280813537	53.2804911	-6.3360941
280813538	53.2805219	-6.3363258
280813544	53.2800395	-6.3376562
280813547	53.2785872	-6.3363516
280813548	53.2784178	-6.3366606
280813549	53.2780329	-6.3371412
280813550	53.2774376	-6.3377506
280813555	53.2791876	-6.3381283
280813556	53.2794545	-6.3381884
280813562	53.2813071	-6.3396389
280813563	53.2816098	-6.3397848
280813564	53.2818356	-6.3400681
280813566	53.2819793	-6.3399050
280814393	53.2819662	-6.3371217
280814394	53.2821640	-6.3372099
280814395	53.2821589	-6.3373730
280814396	53.2814610	-6.3373644
280814398	53.2810453	-6.3370382
280814399	53.2809376	-6.3368837
280814403	53.2802242	-6.3372442
280814409	53.2786231	-6.3380339
280814410	53.2788592	-6.3380939
280814412	53.2799128	-6.3404595
280814414	53.2807169	-6.3396300
280814415	53.2810299	-6.3395874
280814417	53.2818202	-6.3381969
280814419	53.2819793	-6.3385403
280814420	53.2820511	-6.3385574
280814422	53.2825130	-6.3380682
280814425	53.2827234	-6.3374245
280814426	53.2827388	-6.3372957
280814428	53.2830439	-6.3353879
280814432	53.2831236	-6.3335707
280814434	53.2826413	-6.3339140
280814435	53.2825848	-6.3341028
280814438	53.2822769	-6.3346092
280814554	53.2821025	-6.3360941
280814555	53.2812249	-6.3372099
280814556	53.2805065	-6.3367207
280814558	53.2803012	-6.3372442
280814559	53.2800857	-6.3376390
280814560	53.2797778	-6.3374760
280814561	53.2797213	-6.3373129
280814562	53.2782895	-6.3380081
280814563	53.2784948	-6.3379480
280814564	53.2796751	-6.3394672
280814565	53.2804246	-6.3398444
280814566	53.2814610	-6.3384974
280814567	53.2822000	-6.3384115
280814568	53.2827388	-6.3376820
280814569	53.2827901	-6.3374416
280814571	53.2830131	-6.3353278
280814572	53.2830079	-6.3352162
280814573	53.2831013	-6.3342708
280814574	53.2827952	-6.3341372
280814575	53.2826310	-6.3342573
280814576	53.2825797	-6.3345921
280814577	53.2822307	-6.3348581
281069767	53.2770077	-6.3303788
281072419	53.2840712	-6.3378226
281072420	53.2840496	-6.3379535
281072421	53.2840701	-6.3380393
281072423	53.2841523	-6.3380479
281072425	53.2842190	-6.3379191
281072433	53.2842295	-6.3378652
281072517	53.2835108	-6.3378505
281072541	53.2835519	-6.3375844
281072542	53.2835424	-6.3377090
281072936	53.2820637	-6.3364264
281073079	53.2830346	-6.3343644
281073081	53.2830028	-6.3353871
281073122	53.2829720	-6.3352927
281073448	53.2804678	-6.3400821
281073449	53.2806217	-6.3399276
281073450	53.2808783	-6.3398246
281073451	53.2810836	-6.3397816
281073452	53.2812056	-6.3398121
281073453	53.2810836	-6.3402022
281073454	53.2810220	-6.3403910
281073455	53.2809194	-6.3405284
281073456	53.2806936	-6.3407172
281073553	53.2807398	-6.3406314
281073554	53.2807783	-6.3407092
281073617	53.2806936	-6.3399447
281073618	53.2807398	-6.3399104
281073619	53.2808424	-6.3398589
281073620	53.2809091	-6.3398417
281073621	53.2809553	-6.3398331
281073623	53.2810425	-6.3399276
281073626	53.2808988	-6.3404425
281073627	53.2808681	-6.3404683
281073688	53.2810519	-6.3396366
281073689	53.2804832	-6.3399004
281073690	53.2805909	-6.3402451
281073691	53.2806115	-6.3401421
281073692	53.2806371	-6.3400134
281073693	53.2810169	-6.3398589
281073694	53.2810425	-6.3402194
281073695	53.2809963	-6.3403138
281073696	53.2807757	-6.3404769
281073697	53.2806730	-6.3404683
281074154	53.2805804	-6.3410427
281074698	53.2801393	-6.3351039
281074700	53.2800983	-6.3348206
281074701	53.2800367	-6.3346490
281074702	53.2798314	-6.3343142
281074703	53.2797031	-6.3342112
281074704	53.2795389	-6.3340567
281074705	53.2794671	-6.3339537
281074706	53.2793798	-6.3337477
281074924	53.2809741	-6.3391062
281074925	53.2812983	-6.3388361
281074926	53.2812237	-6.3385980
281074927	53.2811906	-6.3384871
281074928	53.2811243	-6.3382721
281074929	53.2810306	-6.3379773
281074930	53.2808449	-6.3374353
281074981	53.2807980	-6.3371954
281074984	53.2805684	-6.3366163
281074985	53.2804993	-6.3364387
281075129	53.2796108	-6.3370780
281075204	53.2785050	-6.3363618
281076094	53.2815817	-6.3374985
281076134	53.2815460	-6.3372897
281076156	53.2817404	-6.3375171
281076160	53.2818636	-6.3373141
281076201	53.2820176	-6.3370866
281076202	53.2822639	-6.3350266
281076203	53.2823408	-6.3349236
281076204	53.2825769	-6.3346919
281076205	53.2826077	-6.3346061
281076206	53.2826590	-6.3345460
281076207	53.2827103	-6.3344344
281076208	53.2827360	-6.3344001
281076228	53.2827719	-6.3355588
281076229	53.2828950	-6.3356017
281076242	53.2843647	-6.3378376
281076243	53.2843267	-6.3378161
281076278	53.2847424	-6.3331040
281076280	53.2849425	-6.3329324
281076283	53.2855685	-6.3332843
281076288	53.2848604	-6.3330611
281076289	53.2850348	-6.3321170
281811847	53.2883501	-6.3330404
281811848	53.2884314	-6.3334494
281811850	53.2884798	-6.3340722
281811852	53.2885513	-6.3329372
281811854	53.2888473	-6.3315539
281811856	53.2886649	-6.3312760
281811860	53.2884373	-6.3308345
281811862	53.2884635	-6.3314134
281811899	53.2884374	-6.3340824
281811900	53.2885176	-6.3337472
281811906	53.2884323	-6.3311954
281811908	53.2884449	-6.3318032
281812182	53.2888336	-6.3314672
281812183	53.2886049	-6.3312051
281812185	53.2885074	-6.3307816
281812767	53.2885613	-6.3323605
281813023	53.2875291	-6.3383619
281813024	53.2874810	-6.3381394
281813025	53.2874765	-6.3379816
281813026	53.2878310	-6.3375898
281813027	53.2881449	-6.3374692
281813028	53.2882631	-6.3372739
281813030	53.2883588	-6.3360243
281813031	53.2883927	-6.3356146
281813032	53.2884424	-6.3345724
281813033	53.2884681	-6.3337099
281813034	53.2884527	-6.3329374
281813035	53.2886733	-6.3321220
281813036	53.2887184	-6.3318428
281813037	53.2885297	-6.3311779
281813038	53.2885216	-6.3307103
281813040	53.2885849	-6.3303040
281816107	53.2891289	-6.3308531
281816109	53.2890070	-6.3310569
281816112	53.2885914	-6.3309816
282035110	53.2865804	-6.3319277
282035111	53.2868456	-6.3320659
282035112	53.2869188	-6.3316728
282035113	53.2868150	-6.3316187
282035114	53.2867166	-6.3315674
282035115	53.2866537	-6.3315346
282035340	53.2867649	-6.3318195
282035856	53.2864225	-6.3325527
282035858	53.2864768	-6.3324635
282035859	53.2864686	-6.3323331
282262334	53.2768052	-6.3391366
282262586	53.2767261	-6.3391809
282262588	53.2767922	-6.3394218
282262590	53.2768754	-6.3392694
282262713	53.2767653	-6.3394160
282262809	53.2767763	-6.3391359
282268400	53.2767188	-6.3391881
282544307	53.2794256	-6.3383712
282544829	53.2793001	-6.3396444
282544959	53.2795910	-6.3394647
282550070	53.2781688	-6.3423487
282730087	53.2786563	-6.3450849
282730089	53.2779175	-6.3438194
282730090	53.2777428	-6.3430246
282730119	53.2765045	-6.3429230
282730120	53.2767361	-6.3429621
282730122	53.2774248	-6.3430421
282730134	53.2767985	-6.3445527
282730233	53.2766150	-6.3450612
282730237	53.2774759	-6.3439519
282730261	53.2780815	-6.3445270
282730263	53.2775580	-6.3452050
